12,60
11,59
11,59
12,60
13,55
13,54
13,55
13,55
12,58
13,61
13,61
13,63
13,62
12,64
12,65
13,65
13,66
13,63
13,62
12,63
12,64
12,64
12,66
11,66
11,65
12,67
12,61
11,60
11,60
12,59
12,59
12,56
12,56
12,57
12,60
13,61
13,60
13,63
13,64
13,62
13,63
13,63
13,62
13,61
13,60
12,63
12,64
12,65
12,65
11,66
11,67
12,69
11,60
11,60
11,59
11,60
11,63
12,58
12,59
12,61
12,59
13,60
13,61
13,61
13,63
13,62
13,60
13,59
12,58
13,62
13,62
12,64
12,65
12,66
12,65
11,65
11,69
12,70
11,61
12,60
12,58
12,61
12,64
12,63
12,64
12,61
12,58
13,59
13,60
13,61
13,62
13,62
13,59
12,58
12,58
13,62
13,62
12,66
12,66
12,64
12,65
11,66
11,66
13,67
11,58
12,60
12,58
12,60
12,60
12,59
13,63
13,62
13,61
13,60
13,61
13,62
13,62
13,63
12,60
12,59
12,59
13,60
13,59
12,65
12,65
12,66
12,65
11,67
11,67
13,67
11,59
12,61
12,62
12,62
12,60
12,60
12,59
12,58
12,59
12,61
12,61
12,59
12,60
12,63
12,60
12,59
12,60
13,61
13,61
13,63
12,66
12,68
11,67
11,66
11,69
13,68
11,59
12,60
12,63
12,61
12,61
12,62
12,60
12,59
12,60
12,60
12,60
12,59
12,62
12,62
12,59
12,58
12,58
13,61
13,64
13,65
12,65
12,64
11,65
11,65
11,66
13,67
11,58
12,59
12,62
12,62
12,61
12,63
12,63
12,60
12,59
12,59
12,59
12,60
12,60
12,59
12,59
12,60
12,59
13,62
13,64
13,64
12,66
12,67
11,68
11,65
11,65
13,67
11,59
12,62
12,61
12,61
12,59
12,63
12,63
12,63
12,63
12,61
12,61
12,61
12,60
12,60
12,60
12,62
11,63
13,63
13,63
13,64
12,66
12,67
11,68
11,65
11,66
13,68
11,57
12,59
12,61
12,60
12,61
12,62
12,62
12,63
12,64
13,65
13,64
13,62
13,62
13,64
12,64
12,64
12,64
13,63
13,64
13,64
12,67
12,66
11,67
11,67
11,68
13,66
11,60
12,59
12,59
12,60
12,61
12,61
12,60
12,61
12,63
13,62
13,63
13,63
13,63
12,65
12,64
12,65
12,65
13,63
13,63
13,62
12,64
12,67
11,66
11,66
11,64
13,65
11,60
12,61
12,61
12,60
12,60
12,59
12,61
12,64
12,62
13,62
13,63
13,62
13,62
12,63
12,63
12,65
12,65
13,63
13,63
13,62
12,65
12,66
11,65
11,64
11,65
13,68
11,58
12,60
12,60
12,62
12,59
12,60
12,63
12,63
12,63
13,65
13,63
13,62
12,65
12,65
12,65
12,65
12,64
13,65
13,64
13,63
12,63
12,65
11,64
11,64
11,67
13,69
12,57
12,57
12,61
12,64
12,62
12,62
12,62
12,61
12,61
12,60
12,57
12,60
12,62
12,62
12,61
12,61
12,59
12,60
12,60
13,62
13,63
12,65
12,63
12,67
12,71
13,68
12,59
12,61
12,61
12,60
12,61
12,60
12,60
12,61
12,59
12,58
12,60
12,62
12,62
12,62
12,62
12,59
12,57
12,58
12,59
13,64
12,69
12,66
12,64
12,67
12,69
13,68
12,61
12,63
12,64
12,62
12,60
12,60
12,59
12,58
12,57
12,60
12,64
12,64
12,63
12,62
12,62
12,57
12,58
12,60
12,61
13,63
12,65
12,64
12,64
12,68
12,69
13,69
12,65
12,64
12,63
12,61
12,59
12,60
12,60
12,58
12,59
12,61
12,63
12,65
12,64
12,62
12,59
12,58
12,60
12,61
12,60
13,62
12,63
12,63
11,65
12,70
12,71
13,71
12,63
12,60
12,57
12,58
12,60
12,60
12,60
12,60
12,62
12,62
12,62
12,62
12,62
12,61
12,58
12,60
12,61
12,62
12,60
13,62
12,64
