0.0,1.0,2.0
202.0,212.0,206.0
202.0,212.0,206.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
202.0,212.0,206.0
203.0,213.0,207.0
201.0,211.0,205.0
201.0,211.0,205.0
203.0,213.0,207.0
204.0,214.0,208.0
205.0,215.0,209.0
199.0,209.0,203.0
201.0,211.0,205.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
202.0,212.0,206.0
202.0,212.0,206.0
202.0,212.0,206.0
202.0,212.0,206.0
203.0,213.0,207.0
204.0,214.0,208.0
205.0,215.0,209.0
201.0,211.0,205.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
201.0,211.0,205.0
202.0,212.0,206.0
202.0,212.0,206.0
202.0,212.0,206.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
203.0,213.0,207.0
200.0,210.0,204.0
201.0,211.0,205.0
202.0,212.0,206.0
201.0,211.0,205.0
200.0,210.0,204.0
201.0,211.0,205.0
202.0,212.0,206.0
201.0,211.0,205.0
201.0,211.0,205.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
200.0,210.0,204.0
200.0,210.0,204.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
202.0,212.0,206.0
202.0,212.0,206.0
201.0,211.0,205.0
203.0,213.0,207.0
202.0,212.0,206.0
201.0,211.0,205.0
204.0,214.0,208.0
200.0,210.0,204.0
200.0,210.0,204.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
202.0,212.0,206.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
201.0,211.0,205.0
203.0,213.0,207.0
202.0,212.0,206.0
200.0,210.0,204.0
200.0,210.0,204.0
202.0,212.0,206.0
201.0,211.0,205.0
201.0,211.0,205.0
202.0,212.0,206.0
202.0,212.0,206.0
203.0,213.0,207.0
202.0,212.0,206.0
202.0,212.0,206.0
203.0,213.0,207.0
204.0,214.0,208.0
200.0,210.0,204.0
199.0,209.0,203.0
199.0,209.0,203.0
