15,255
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
40,11
40,11
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
40,11
40,11
40,11
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
40,11
40,11
40,11
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
48,12
40,11
40,11
40,11
49,10
48,14
46,16
52,13
52,13
51,12
49,13
52,13
51,12
48,12
48,12
48,12
45,12
41,13
38,13
40,14
38,13
38,13
43,11
40,11
38,9
40,11
40,11
40,11
33,14
33,14
30,14
30,14
30,14
30,12
33,12
33,12
30,12
33,10
33,12
33,11
26,20
24,20
26,19
24,20
26,19
26,18
26,18
24,18
26,18
28,15
24,20
26,20
21,47
23,45
22,44
22,49
22,47
20,43
21,40
21,40
20,44
23,39
23,39
24,41
22,47
22,51
22,52
22,50
22,51
21,46
21,48
21,45
21,40
25,37
