15,255,2
48,12,212
48,12,212
48,12,211
48,12,211
48,12,212
48,12,212
48,12,213
48,12,211
48,12,211
48,12,213
48,12,214
48,12,215
48,12,209
48,12,211
48,12,211
48,12,211
48,12,212
48,12,212
48,12,212
48,12,212
48,12,212
48,12,213
48,12,214
48,12,215
48,12,211
48,12,211
48,12,211
48,12,212
48,12,211
48,12,212
48,12,212
48,12,212
48,12,211
48,12,211
48,12,212
48,12,213
48,12,210
48,12,211
48,12,212
48,12,211
48,12,210
48,12,211
48,12,212
48,12,211
48,12,211
48,12,211
48,12,211
48,12,212
48,12,210
48,12,210
48,12,211
48,12,211
48,12,212
48,12,212
48,12,212
48,12,211
48,12,213
48,12,212
48,12,211
48,12,214
48,12,210
48,12,210
48,12,211
48,12,211
48,12,212
48,12,212
48,12,211
48,12,211
48,12,212
48,12,211
48,12,213
48,12,212
48,12,210
48,12,210
48,12,212
48,12,211
48,12,211
48,12,212
48,12,212
48,12,213
48,12,212
48,12,212
48,12,213
48,12,214
48,12,210
48,12,209
48,12,209
48,12,212
48,12,210
48,12,211
48,12,212
48,12,211
48,12,213
48,12,210
48,12,211
48,12,212
48,12,210
48,12,210
48,12,211
48,12,209
48,12,212
48,12,210
48,12,212
48,12,212
48,12,212
48,12,213
48,12,211
48,12,211
48,12,211
48,12,209
48,12,212
48,12,209
48,12,210
48,12,210
48,12,211
48,12,212
48,12,211
48,12,211
48,12,213
48,12,213
48,12,211
48,12,213
48,12,210
48,12,212
48,12,210
48,12,211
48,12,210
48,12,212
48,12,212
48,12,213
48,12,213
48,12,213
48,12,212
48,12,211
48,12,211
48,12,212
48,12,212
48,12,210
48,12,212
48,12,212
48,12,213
48,12,213
40,11,212
40,11,212
48,12,211
48,12,211
48,12,211
48,12,211
48,12,211
48,12,211
48,12,212
48,12,211
48,12,213
40,11,212
40,11,212
40,11,212
48,12,212
48,12,212
48,12,212
48,12,212
48,12,212
48,12,211
48,12,212
48,12,212
48,12,213
40,11,212
40,11,212
40,11,212
48,12,212
48,12,212
48,12,211
48,12,211
48,12,211
48,12,210
48,12,213
48,12,213
48,12,213
40,11,211
40,11,213
40,11,213
49,10,210
48,14,212
46,16,213
52,13,213
52,13,214
51,12,214
49,13,214
52,13,214
51,12,214
48,12,213
48,12,214
48,12,213
45,12,215
41,13,214
38,13,215
40,14,213
38,13,215
38,13,213
43,11,215
40,11,216
38,9,215
40,11,217
40,11,215
40,11,215
33,14,217
33,14,218
30,14,216
30,14,221
30,14,220
30,12,220
33,12,221
33,12,221
30,12,220
33,10,219
33,12,220
33,11,222
26,20,192
24,20,200
26,19,204
24,20,203
26,19,204
26,18,201
26,18,200
24,18,201
26,18,202
28,15,199
24,20,182
26,20,177
21,47,109
23,45,114
22,44,110
22,49,99
22,47,104
20,43,106
21,40,109
21,40,109
20,44,105
23,39,104
23,39,104
24,41,99
22,47,119
22,51,109
22,52,108
22,50,112
22,51,111
21,46,111
21,48,107
21,45,113
21,40,126
25,37,125
25,39,123
25,38,129
26,33,155
26,36,155
26,37,153
26,36,157
26,33,156
26,32,160
26,32,157
26,31,164
26,31,167
26,32,170
26,33,172
26,33,170
28,28,172
26,31,179
26,31,180
26,30,184
26,31,179
26,32,176
26,31,180
26,30,180
26,29,185
27,30,187
27,31,187
27,32,185
29,29,186
29,30,187
29,30,188
29,30,185
29,30,184
29,30,188
29,29,193
29,30,187
27,31,190
28,32,189
28,33,194
28,35,183
26,29,192
26,31,195
25,32,191
24,33,195
25,31,195
25,31,196
25,32,198
25,32,201
25,31,200
27,30,198
27,32,186
27,33,177
25,30,195
23,31,195
22,32,197
22,32,197
22,32,200
22,32,202
22,31,205
22,32,201
23,32,197
27,32,186
27,35,170
27,34,172
21,24,213
18,30,216
14,37,214
12,87,158
11,104,150
11,123,137
10,118,138
10,144,108
9,149,101
10,151,103
10,154,104
11,146,103
11,149,101
11,149,101
11,145,104
11,143,105
11,142,106
11,138,109
11,141,107
11,138,109
11,136,111
11,138,109
11,142,106
11,141,107
11,142,106
11,146,103
11,140,109
12,147,106
11,140,106
10,126,105
7,96,120
4,52,187
0,44,192
175,49,184
174,49,184
177,47,185
177,43,208
177,40,224
178,35,242
178,30,249
179,22,255
3,19,255
1,21,255
21,24,212
18,29,218
14,38,210
12,80,172
11,97,160
11,122,138
10,119,137
10,143,109
9,146,103
10,148,105
10,152,106
11,146,103
11,146,103
11,148,102
11,143,105
11,141,107
11,142,106
11,139,108
11,139,108
11,139,108
11,138,109
11,139,108
11,138,109
11,143,105
11,143,105
11,145,104
11,145,104
12,147,104
11,141,105
10,126,105
9,101,114
5,46,195
2,32,222
178,31,200
175,33,176
176,29,200
176,25,242
176,26,247
176,22,255
176,20,255
176,21,255
176,30,244
175,37,229
21,24,213
18,29,217
14,36,211
12,80,173
11,82,189
11,105,160
10,134,122
10,137,112
9,143,105
9,142,106
10,147,106
11,149,101
11,146,103
11,148,102
11,145,104
11,145,104
11,141,107
11,139,108
11,138,109
11,141,107
11,137,110
11,141,107
11,142,106
11,143,105
11,143,105
11,145,104
11,146,103
11,151,105
11,143,107
10,137,99
9,98,115
8,50,178
5,26,232
2,19,224
0,18,202
178,23,200
178,22,221
179,23,237
177,29,232
175,33,224
173,42,220
172,46,223
170,49,231
21,25,216
18,29,218
14,35,217
12,90,150
11,110,144
11,119,142
10,122,134
9,140,109
9,146,103
9,143,105
10,150,104
11,148,102
11,146,103
11,146,103
11,146,103
11,138,109
11,143,105
11,139,108
11,143,105
11,141,107
11,137,110
11,142,106
11,143,105
11,139,108
11,150,100
11,139,108
11,139,108
10,147,109
10,143,107
9,134,105
8,106,111
8,55,162
6,28,220
6,18,218
3,15,200
5,29,168
4,28,189
3,27,224
0,32,212
176,40,216
173,47,222
171,53,229
170,56,235
21,25,215
19,30,216
15,40,208
12,91,159
10,117,139
9,121,141
9,124,138
9,141,112
11,150,102
11,143,105
11,145,104
11,152,99
11,150,100
11,143,105
11,152,99
11,142,106
11,142,106
11,143,105
11,138,109
11,137,110
11,133,113
11,137,110
11,141,107
11,148,102
11,145,104
11,148,102
11,143,105
12,148,105
11,143,105
10,136,101
10,112,107
7,66,146
6,32,213
5,23,220
5,21,203
11,29,177
8,31,195
4,30,237
1,30,247
178,31,242
174,37,230
171,48,223
170,51,228
21,25,218
